product_id,price_amount,currency,price_type,condition,observed_at,marketplace,source_listing_id,url,is_bundle
rtx-4080-super,1150,EUR,asking,used,2026-08-19T09:35:00+00:00,kupujemprodajem,192502799,https://www.kupujemprodajem.com/kompjuteri-desktop/graficke-kartice/asus-proart-rtx-4080-super-oc/oglas/192502799,
rtx-4080-super,950,EUR,asking,used,2026-08-19T09:35:00+00:00,kupujemprodajem,194236043,https://www.kupujemprodajem.com/kompjuteri-desktop/graficke-kartice/asus-proart-rtx-4080-super-16gb/oglas/194236043,
